날짜,제목,언론사,URL
2025.05.07 13:22,“굿바이 아시아나” 은행권 항공 마일리지도 '대한항공 바라기',전자신문,https://finance.naver.com/item/news_read.naver?article_id=0003309966&office_id=030&code=005380&page=6&sm=
2025.05.07 13:06,'팩토리얼성수' 현대차 '주차·전기차 충전로봇' 철거 배경은?,블로터,https://finance.naver.com/item/news_read.naver?article_id=0000066938&office_id=293&code=005380&page=6&sm=
2025.05.07 12:31,한경ESG Vol.47 - 2025년 05월호,한국경제,https://finance.naver.com/item/news_read.naver?article_id=0005128380&office_id=015&code=005380&page=6&sm=
2025.05.07 12:20,1분기 전기차 배터리 사용량 전년比 39%↑…中 CATL·BYD 1·2...,헤럴드경제,https://finance.naver.com/item/news_read.naver?article_id=0002467577&office_id=016&code=005380&page=6&sm=
2025.05.07 11:54,“미래 중고차 가격까지 보장”… 현대캐피탈 할부상품 인기,문화일보,https://finance.naver.com/item/news_read.naver?article_id=0002707798&office_id=021&code=005380&page=6&sm=
2025.05.07 11:43,"코스피, 기관·외인 ‘사자’에 2560선 강보합세",조선비즈,https://finance.naver.com/item/news_read.naver?article_id=0001075011&office_id=366&code=005380&page=6&sm=
2025.05.07 11:42,내수 침체·관세 파고 넘는 철강사들...체질개선·차별화 ‘총력’,데일리안,https://finance.naver.com/item/news_read.naver?article_id=0002953171&office_id=119&code=005380&page=6&sm=
2025.05.07 11:36,"HDC현대EP, 인도 3공장 준공... 맞춤형 소재로 현지 시장 공략 ...",서울경제,https://finance.naver.com/item/news_read.naver?article_id=0004482264&office_id=011&code=005380&page=6&sm=
2025.05.07 11:25,"우리은행 “바르샤바점, 우크라 재건 지원”",헤럴드경제,https://finance.naver.com/item/news_read.naver?article_id=0002467510&office_id=016&code=005380&page=6&sm=
2025.05.07 11:25,"우리은행 “바르샤바점, 우크라 재건 지원”",헤럴드경제,https://finance.naver.com/item/news_read.naver?article_id=0002467510&office_id=016&code=005380&page=7&sm=
2025.05.07 11:22,"코스피, 미중 협상 소식에 2570선 제한적 상승…코스닥은 하락",한국경제,https://finance.naver.com/item/news_read.naver?article_id=0005128348&office_id=015&code=005380&page=7&sm=
2025.05.07 11:19,"현대차, 글로벌상품운영본부·북미제조총괄 신설…美 관세 파고 돌파",뉴스1,https://finance.naver.com/item/news_read.naver?article_id=0008234598&office_id=421&code=005380&page=7&sm=
2025.05.07 11:16,"“10억 올랐어요”...막아도 터져나온 신고가, 강남불패는 계속됐다",매일경제,https://finance.naver.com/item/news_read.naver?article_id=0005488069&office_id=009&code=005380&page=7&sm=
2025.05.07 11:11,"현대에버다임, 내일 1분기 결산실적 발표",뉴시스,https://finance.naver.com/item/news_read.naver?article_id=0013226001&office_id=003&code=005380&page=7&sm=
2025.05.07 10:52,"쿠팡, 삼성전자 이어 '일자리 창출' 2위…직고용 8.4만명 ""지역·청...",뉴시스,https://finance.naver.com/item/news_read.naver?article_id=0013225888&office_id=003&code=005380&page=7&sm=
2025.05.07 10:27,"코스피, 외인·기관 동반 순매수에 2570선 회복",아시아경제,https://finance.naver.com/item/news_read.naver?article_id=0005588413&office_id=277&code=005380&page=7&sm=
2025.05.07 10:26,"B&W 헤드폰을 삼성전자에서…삼성, 글로벌 오디오 명가 다진다",머니투데이,https://finance.naver.com/item/news_read.naver?article_id=0005190264&office_id=008&code=005380&page=7&sm=
2025.05.07 10:17,"[시황] 코스피, FOMC·의약품 관세 경계감에 관망세…코스닥 약보합",데일리안,https://finance.naver.com/item/news_read.naver?article_id=0002953100&office_id=119&code=005380&page=7&sm=
2025.05.07 10:15,"'미중 협상 기대감' 코스피, 장중 2580선 돌파…외인·기관 유입",뉴시스,https://finance.naver.com/item/news_read.naver?article_id=0013225732&office_id=003&code=005380&page=7&sm=
