날짜,제목,언론사,URL
2025.05.02 21:02,"“최악의 상황은 지났다”…장밋빛 전망 내놓는 증권사들, 매수 리포...",매일경제,https://finance.naver.com/item/news_read.naver?article_id=0005486595&office_id=009&code=012450&page=8&sm=
2025.05.02 17:58,"중남미에 한국 방산기술 소개 KOTRA, 칠레서 '디펜스데이'",매일경제,https://finance.naver.com/item/news_read.naver?article_id=0005486545&office_id=009&code=012450&page=9&sm=
2025.05.02 17:34,"[비즈&] 현대차, 5월 한 달간 인기 8개 차종 할인 外",연합뉴스TV,https://finance.naver.com/item/news_read.naver?article_id=0000737006&office_id=422&code=012450&page=9&sm=
2025.05.02 17:28,"‘유심 해킹’ SKT, 기관·외국인 ‘팔자’ 행렬에 주가 내리막",주간동아,https://finance.naver.com/item/news_read.naver?article_id=0000036268&office_id=037&code=012450&page=9&sm=
2025.05.02 17:16,"""관세 협상 기대감""…코스피 강보합 마감[마감 시황]",뉴시스,https://finance.naver.com/item/news_read.naver?article_id=0013220873&office_id=003&code=012450&page=9&sm=
2025.05.02 17:03,"연휴 앞둔 코스피·코스닥, 상승 마감… SK하이닉스 4.79%↑",머니S,https://finance.naver.com/item/news_read.naver?article_id=0001074861&office_id=417&code=012450&page=9&sm=
2025.05.02 16:59,기업공시[5월 2일],서울경제,https://finance.naver.com/item/news_read.naver?article_id=0004481175&office_id=011&code=012450&page=9&sm=
2025.05.02 16:54,회사채 시장에서도 방산·조선업종 잘 나가네,조선비즈,https://finance.naver.com/item/news_read.naver?article_id=0001074357&office_id=366&code=012450&page=9&sm=
2025.05.02 16:46,"코스피, 미-중 협상 재개에도 연휴 전 관망세... 3p '↑' 강보합...",조세일보,https://finance.naver.com/item/news_read.naver?article_id=0002358307&office_id=123&code=012450&page=9&sm=
2025.05.02 16:24,"코스피, 4일 휴장 앞두고 강보합 마감…환율 1400원대 '뚝'",더팩트,https://finance.naver.com/item/news_read.naver?article_id=0000387174&office_id=629&code=012450&page=9&sm=
2025.05.02 16:20,"[시황] 연휴 앞둔 코스피, 관망세 속 강보합…2550선 마무리",데일리안,https://finance.naver.com/item/news_read.naver?article_id=0002952291&office_id=119&code=012450&page=9&sm=
2025.05.02 16:11,"코스피, 기관 매수세에 장중 강보합 마감...0.12%↑[fn마감시황]",파이낸셜뉴스,https://finance.naver.com/item/news_read.naver?article_id=0005344846&office_id=014&code=012450&page=10&sm=
2025.05.02 16:10,"연휴 앞둔 증시, 관망세…이재명 울고, 한덕수 웃었다[시황종합]",뉴스1,https://finance.naver.com/item/news_read.naver?article_id=0008228883&office_id=421&code=012450&page=10&sm=
2025.05.02 16:08,연휴 앞둔 국내증시 상승 마감…시가총액 상위종목은 혼조세,머니투데이,https://finance.naver.com/item/news_read.naver?article_id=0005189213&office_id=008&code=012450&page=10&sm=
2025.05.02 16:08,"황금연휴 앞둔 韓증시, 호실적·관세 협상 진전에 동반 상승",아시아경제,https://finance.naver.com/item/news_read.naver?article_id=0005587390&office_id=277&code=012450&page=10&sm=
2025.05.02 15:58,"코스피 연휴 앞두고 상승세 제한 2,550대 마감…코스닥 강세(종합)",연합뉴스,https://finance.naver.com/item/news_read.naver?article_id=0015366719&office_id=001&code=012450&page=10&sm=
2025.05.02 15:51,코스피·코스닥 강보합권 마감…미중 협상 기대감↑,이데일리,https://finance.naver.com/item/news_read.naver?article_id=0006004016&office_id=018&code=012450&page=10&sm=
2025.05.02 15:48,"코스피, 2550선에서 마감…원·달러 환율 1400원대 중반으로",한국경제,https://finance.naver.com/item/news_read.naver?article_id=0005127003&office_id=015&code=012450&page=10&sm=
2025.05.02 14:30,'1243페이지' 한화에어로가 밝힌 유증 배경,한국경제TV,https://finance.naver.com/item/news_read.naver?article_id=0001208007&office_id=215&code=012450&page=10&sm=
2025.05.02 13:58,"한화 방산 3사, 칠레 K-방산전시회 참가…중남미 공략",부산일보,https://finance.naver.com/item/news_read.naver?article_id=0001324091&office_id=082&code=012450&page=10&sm=
2025.05.02 13:17,"칩 확보 경쟁에 D램값 22% ‘껑충’…""K원전 첫 유럽 진출"" 한수원...",서울경제,https://finance.naver.com/item/news_read.naver?article_id=0004481083&office_id=011&code=012450&page=10&sm=
